,time HR,HR,time ET,ET,time EH,EH,time ST,ST,time GSR,GSR,time Acc,Acc,time SR,SR,time Risk,Risk,time HI Risk,HI Risk,time CT Risk,CT Risk,time LR Risk,LR Risk,time est CT,est CT
92,1488326834.4932978,82.0,1488326835.664195,33.58,1488326834.373661,0.6827,,,1488326834.403852,442.0,,,,,1488327181.8890822,0.09411656581399881,1488327181.8890822,0.2799024375275138,1488327181.8890822,0.0014514439967440037,1488327181.8890822,0.0009958159177386422,1488326834.4932978,37.08574507661607
93,1488326835.962868,81.0,1488326837.133715,33.64,1488326835.8125062,0.6823999999999999,,,1488326835.904004,455.0,,,,,1488327187.172023,0.09425371806391071,1488327187.172023,0.28015255464707567,1488327187.172023,0.0015377061827781659,1488327187.172023,0.0010708933618783147,1488326835.962868,37.0841169816411
94,1488326837.433387,81.0,1488326838.603521,33.67,1488326837.2835531,0.6822,,,1488326837.372607,454.0,,,,,1488327192.468822,0.09429268666643159,1488327192.468822,0.2801516902158295,1488327192.468822,0.001603525224421408,1488327192.468822,0.0011228445590438744,1488326837.433387,37.08257224450814
95,1488326838.903444,81.0,1488326840.073884,33.72,1488326838.753296,0.6817,,,1488326838.842936,453.0,,,,,1488327197.750724,0.09483929526574726,1488327197.750724,0.28165643689823755,1488327197.750724,0.0016296469430284724,1488327197.750724,0.0012318019559757925,1488326838.903444,37.081106714265076
96,1488326840.403656,81.0,1488326841.543603,33.73,1488326840.223271,0.6815000000000001,,,1488326840.313131,454.0,,,,,1488327203.155422,0.09502375220016225,1488327203.155422,0.2821575046144173,1488327203.155422,0.0016419497106001327,1488327203.155422,0.0012718022754693676,1488326840.403656,37.07971642824257
97,1488326841.8729799,81.0,1488326843.042776,33.76,1488326841.693229,0.6812,,,1488326841.783205,449.0,,,,,1488327208.556382,0.09503689917383651,1488327208.556382,0.2821564839850575,1488327208.556382,0.001649242129185707,1488327208.556382,0.0013049714072663086,1488326841.8729799,37.07839760640657
98,1488326843.343498,81.0,1488326844.513628,33.79,1488326843.16366,0.6812999999999999,,,1488326843.2531588,431.0,,,,,1488327213.95938,0.09518836894408055,1488327213.95938,0.2826581875064184,1488327213.95938,0.0016136693712394516,1488327213.95938,0.0012932499545837222,1488326843.343498,37.0771466453933
99,1488326844.8137732,81.0,1488326845.9834812,33.82,1488326844.633984,0.6804000000000001,,,1488326844.72299,406.0,,,,,1488327219.362226,0.09553249888941778,1488327219.362226,0.2836600404916194,1488327219.362226,0.0016098853046583395,1488327219.362226,0.0013275708719756067,1488326844.8137732,37.07596011233094
100,1488326846.2833762,81.0,1488326847.4531682,33.85,1488326846.133426,0.6809999999999999,,,1488326846.1932642,409.0,,,,,1488327224.674021,0.09554833520716333,1488327224.674021,0.28365777742207143,1488327224.674021,0.0015948420572234317,1488327224.674021,0.0013923861421951307,1488326846.2833762,37.07483473853474
101,1488326847.753149,81.0,1488326848.923193,33.88,1488326847.6029818,0.6834,,,1488326847.6640089,439.0,,,,,1488327229.994405,0.09585143221270981,1488327229.994405,0.28440865467668996,1488327229.994405,0.0016775820471954155,1488327229.994405,0.0014680599142440588,1488326847.753149,37.073767413147074
102,1488326849.25085,81.0,1488326850.394009,33.95,1488326849.073341,0.6831999999999999,,,1488326849.1631129,461.0,,,,,1488327235.554958,0.09591371867075343,1488327235.554958,0.28465872563199696,1488327235.554958,0.001632361528530707,1488327235.554958,0.0014500688517326808,1488326849.25085,37.072755176781314
103,1488326850.728856,82.0,1488326851.864204,33.97,1488326850.5434082,0.6823999999999999,,,1488326850.63306,523.0,,,,,1488327240.907449,0.09617226769275,1488327240.907449,0.2854078513814088,1488327240.907449,0.0016135198982403511,1488327240.907449,0.0014954317986008356,1488326850.728856,37.07293168164473
104,1488326852.193509,83.0,1488326853.3345048,34.0,1488326852.01372,0.6816,,,1488326852.103501,483.0,,,,,1488327246.215632,0.09620343625540805,1488327246.215632,0.2854058271238401,1488327246.215632,0.0016205208456791002,1488327246.215632,0.001583960796704908,1488326852.193509,37.074235294820184
105,1488326853.673577,83.0,1488326854.83373,34.04,1488326853.483968,0.6807,,,1488326853.57375,434.0,,,,,1488327251.6539881,0.09656727158513274,1488327251.6539881,0.28640488945250153,1488327251.6539881,0.0016533451145711664,1488327251.6539881,0.0016435801883255513,1488326853.673577,37.07547110067038
106,1488326855.1339068,83.0,1488326856.303495,34.07,1488326854.954347,0.6796,,,1488326855.04401,409.0,,,,,1488327256.950428,0.09661949950168536,1488327256.950428,0.2864047512815222,1488327256.950428,0.0017411400636737294,1488327256.950428,0.0017126071598601563,1488326855.1339068,37.07664272394549
107,1488326856.6040509,84.0,1488326857.774028,34.11,1488326856.424386,0.679,,,1488326856.513979,407.0,,,,,1488327262.3484359,0.09706791263886466,1488327262.3484359,0.2876522102639899,1488327262.3484359,0.0017800876865348106,1488327262.3484359,0.0017714399660692627,1488326856.6040509,37.078888759078914
108,1488326858.074141,83.0,1488326859.2436109,34.16,1488326857.923854,0.6794,,,1488326857.983978,407.0,,,,,1488327267.759186,0.09707781478184883,1488327267.759186,0.2876507840201995,1488327267.759186,0.0017511645102311307,1488327267.759186,0.0018314958151158867,1488326858.074141,37.07988333915815
109,1488326859.5438159,83.0,1488326860.714143,34.19,1488326859.393418,0.679,,,1488326859.453985,411.0,,,,,1488327273.061134,0.09732170363246634,1488327273.061134,0.2883982678684248,1488327273.061134,0.001726258706453599,1488327273.061134,0.001840584322520583,1488326859.5438159,37.080826504743385
110,1488326861.015508,83.0,1488326862.184397,34.21,1488326860.864054,0.6796,,,1488326860.954241,412.0,,,,,1488327278.4352279,0.09766736811717425,1488327278.4352279,0.28939410761750506,1488327278.4352279,0.0017384271316852012,1488327278.4352279,0.001869569602332455,1488326861.015508,37.08172095502087
111,1488326862.484053,82.0,1488326863.654521,34.26,1488326862.3339462,0.6789000000000001,,,1488326862.424098,425.0,,,,,1488327283.826307,0.09770839227123591,1488327283.826307,0.2893940714551016,1488327283.826307,0.001806612792751974,1488327283.826307,0.001924492565854171,1488326862.484053,37.08143504113215
112,1488326863.984395,83.0,1488326865.1245959,34.28,1488326863.804179,0.6784,,,1488326863.893787,460.0,,,,,1488327289.196019,0.09777459217772316,1488327289.196019,0.289643665242121,1488327289.196019,0.0018084108968772258,1488327289.196019,0.001871700394171273,1488326863.984395,37.08229814281358
113,1488326865.4543161,83.0,1488326866.623455,34.31,1488326865.274915,0.6773,,,1488326865.363968,733.0,,,,,1488327294.598159,0.09802534029003869,1488327294.598159,0.29038969701804973,1488327294.598159,0.0018155738429269826,1488327294.598159,0.001870750009139387,1488326865.4543161,37.083116709436204
114,1488326866.9236548,83.0,1488326868.0939798,34.36,1488326866.744421,0.6768000000000001,,,1488326866.864087,733.0,,,,,1488327299.9477131,0.09810671683595458,1488327299.9477131,0.29063703878341696,1488327299.9477131,0.0017630691222078822,1488327299.9477131,0.0019200426022389187,1488326866.9236548,37.08389306590707
115,1488326868.3940501,83.0,1488326869.564184,34.37,1488326868.244027,0.6766,,,1488326868.30452,745.0,,,,,1488327305.6065211,0.0983554279162444,1488327305.6065211,0.291380821591888,1488327305.6065211,0.0017035858079633708,1488327305.6065211,0.0019818763488818184,1488326868.3940501,37.08462941149113
116,1488326869.864346,83.0,1488326871.0336509,34.4,1488326869.714283,0.6762,,,1488326869.773987,695.0,,,,,1488327311.006016,0.09854375305215012,1488327311.006016,0.29187702950393574,1488327311.006016,0.0017338410228195688,1488327311.006016,0.0020203886296949786,1488326869.864346,37.08532782725412
117,1488326871.334023,83.0,1488326872.5046778,34.44,1488326871.188243,0.6757,,,1488326871.274025,396.0,,,,,1488327316.511735,0.09864052875714031,1488327316.511735,0.2921252038513023,1488327316.511735,0.0017634656457348086,1488327316.511735,0.002032916774383814,1488326871.334023,37.08599028296928
118,1488326872.804672,83.0,1488326873.9746602,34.47,1488326872.654148,0.6764,,,1488326872.743851,361.0,,,,,1488327321.872093,0.0987509456048396,1488327321.872093,0.29237258442896974,1488327321.872093,0.0017755162444656083,1488327321.872093,0.002104736141083489,1488326872.804672,37.08661864353924
119,1488326874.3050518,83.0,1488326875.444496,34.5,1488326874.124458,0.6765000000000001,,,1488326874.213814,361.0,,,,,1488327327.2295182,0.09894432968502516,1488327327.2295182,0.2928683309119424,1488327327.2295182,0.0018227644881271582,1488327327.2295182,0.002141893655005869,1488326874.3050518,37.08721467497799
120,1488326875.774712,83.0,1488326876.914861,34.52,1488326875.5947678,0.6781999999999999,,,1488326875.684531,370.0,,,,,1488327332.69648,0.09899462594071823,1488327332.69648,0.2931160081224081,1488327332.69648,0.001766624241240816,1488327332.69648,0.002101245458505766,1488326875.774712,37.08778004999254
121,1488326877.2452621,83.0,1488326878.4144561,34.57,1488326877.0647209,0.6778,,,1488326877.1545851,407.0,,,,,1488327338.0713239,0.09913416114171524,1488327338.0713239,0.29361095219543953,1488327338.0713239,0.001706391770661188,1488327338.0713239,0.0020851394590449576,1488326877.2452621,37.08831635319906
122,1488326878.714132,83.0,1488326879.884326,34.55,1488326878.534463,0.6774,,,1488326878.6241448,441.0,,,,,1488327343.553879,0.09908816802347331,1488327343.553879,0.2936110611250595,1488327343.553879,0.0016401424274158898,1488327343.553879,0.002013300517944517,1488326878.714132,37.08882508600465
123,1488326880.184777,83.0,1488326881.366168,34.59,1488326880.033917,0.6767,,,1488326880.095007,425.0,,,,,1488327348.987561,0.09919147642278293,1488327348.987561,0.29385760810592587,1488327348.987561,0.0016082473042375997,1488327348.987561,0.0021085738581853555,1488326880.184777,37.0893076711819
124,1488326881.654463,84.0,1488326882.824765,34.66,1488326881.504412,0.6755,,,1488326881.564714,400.0,,,,,1488327354.332005,0.0993680724819937,1488327354.332005,0.29435206627171767,1488327354.332005,0.0015988844924054594,1488327354.332005,0.002153266681857938,1488326881.654463,37.09089926892601
125,1488326883.124822,83.0,1488326884.2942789,34.66,1488326882.974406,0.6756,,,1488326883.06401,410.0,,,,,1488327359.70525,0.09946509709460466,1488327359.70525,0.29459935887214184,1488327359.70525,0.0016204525808864105,1488327359.70525,0.0021754798307857507,1488326883.124822,37.091275196923625
126,1488326884.594878,83.0,1488326885.764958,34.69,1488326884.4447858,0.6762999999999999,,,1488326884.5346959,391.0,,,,,1488327365.9895492,0.0997235093831203,1488327365.9895492,0.2953407289960083,1488327365.9895492,0.0016340689660343034,1488327365.9895492,0.0021957301873183456,1488326884.594878,37.09163183195165
127,1488326886.095501,83.0,1488326887.235242,34.73,1488326885.914314,0.6765000000000001,,,1488326886.0042691,390.0,,,,,1488327371.410472,0.09973268153908961,1488327371.410472,0.2953404798300403,1488327371.410472,0.0016243385519664633,1488327371.410472,0.002233226235262042,1488326886.095501,37.09197016428266
128,1488326887.565023,84.0,1488326888.734119,34.77,1488326887.44474,0.6761,,,1488326887.47521,433.0,,,,,1488327376.993597,0.10004733050652968,1488327376.993597,0.2958322904730764,1488327376.993597,0.001600092267947014,1488327376.993597,0.0027096087785656313,1488326887.565023,37.09342488267121
129,1488326889.034996,86.0,1488326890.2046988,34.81,1488326888.8551822,0.6762999999999999,,,1488326888.944351,756.0,,,,,1488327382.5530372,0.10053099132160226,1488327382.5530372,0.29731296215279,1488327382.5530372,0.0016272380992292147,1488327382.5530372,0.0026527737127875588,1488326889.034996,37.09707180196499
130,1488326890.504467,87.0,1488326891.674546,34.79,1488326890.325494,0.6779000000000001,,,1488326890.415843,316.0,,,,,1488327387.940404,0.10032863707023336,1488327387.940404,0.2970673814580755,1488327387.940404,0.0016136472451974597,1488327387.940404,0.002304882507427118,1488326890.504467,37.1016626336335
131,1488326891.974432,88.0,1488326893.148004,34.85,1488326891.824081,0.6799,,,1488326891.885387,421.0,,,,,1488327393.413701,0.10044982166423704,1488327393.413701,0.29756047778343997,1488327393.413701,0.0016098633085598936,1488327393.413701,0.002179123900711215,1488326891.974432,37.10714752401712
132,1488326893.445257,88.0,1488326894.614686,34.86,1488326893.2951128,0.68,,,1488326893.3553169,377.0,,,,,1488327398.91261,0.10068774125198664,1488327398.91261,0.2982991483921484,1488327398.91261,0.0016607818386246882,1488327398.91261,0.0021032935251868575,1488326893.445257,37.11234786221352
133,1488326894.916084,87.0,1488326896.085536,34.89,1488326894.764641,0.68,,,1488326894.854304,412.0,,,,,1488327404.822857,0.10070500644188413,1488327404.822857,0.29829929872609,1488327404.822857,0.0017278864845623153,1488327404.822857,0.0020878341150000765,1488326894.916084,37.11614888324091
134,1488326896.44535,87.0,1488326897.5553868,34.92,1488326896.234715,0.6787000000000001,,,1488326896.324446,397.0,,,,,1488327410.492264,0.1011866669781789,1488327410.492264,0.2995280337527257,1488327410.492264,0.0018169173879046376,1488327410.492264,0.0022150497939063796,1488326896.44535,37.1197549753255
135,1488326897.885556,86.0,1488326899.0552242,34.93,1488326897.704683,0.6781,,,1488326897.7950358,709.0,,,,,1488327415.838967,0.10154245774554273,1488327415.838967,0.30050964863136814,1488327415.838967,0.0018308708958178906,1488327415.838967,0.0022868537094421475,1488326897.885556,37.12204652786109
136,1488326899.3548758,86.0,1488326900.5252988,34.99,1488326899.175338,0.679,,,1488326899.265286,440.0,,,,,1488327421.333886,0.10143241068599672,1488327421.333886,0.3002643572375513,1488327421.333886,0.0017932199204419561,1488327421.333886,0.0022396548999969127,1488326899.3548758,37.12422150483567
137,1488326900.8247528,87.0,1488326901.99503,35.0,1488326900.645117,0.6793,,,1488326900.735453,352.0,,,,,1488327426.8930602,0.1014895057389345,1488327426.8930602,0.30075469622649675,1488327426.8930602,0.0016896185493090845,1488327426.8930602,0.002024202440997636,1488326900.8247528,37.12741603569205
138,1488326902.294851,87.0,1488326903.4655192,35.03,1488326902.149465,0.6792,,,1488326902.2052732,419.0,,,,,1488327432.4886022,0.10168586675838232,1488327432.4886022,0.30148953304991866,1488327432.4886022,0.0016455826482745489,1488327432.4886022,0.001922484576953768,1488326902.294851,37.13044768913991
139,1488326903.76485,86.0,1488326904.935524,35.07,1488326903.614681,0.6787000000000001,,,1488326903.675843,429.0,,,,,1488327437.8992991,0.10179200166498953,1488327437.8992991,0.30197890209030104,1488327437.8992991,0.0015807507838681548,1488327437.8992991,0.0018163521207993968,1488326903.76485,37.13219518407902
140,1488326905.235414,85.0,1488326906.40544,35.09,1488326905.085532,0.6787000000000001,,,1488326905.174664,414.0,,,,,1488327443.4642282,0.10183643710293068,1488327443.4642282,0.3022233530160426,1488327443.4642282,0.0015462192657996199,1488327443.4642282,0.001739739026949871,1488326905.235414,37.132724183637144
141,1488326906.705493,84.0,1488326907.8754618,35.12,1488326906.585303,0.6801999999999999,,,1488326906.644723,393.0,,,,,1488327448.826796,0.10211247654986859,1488327448.826796,0.3032007052017067,1488327448.826796,0.0014860276604927191,1488327448.826796,0.0016506967874063026,1488326906.705493,37.132096099719256
142,1488326908.2355058,84.0,1488326909.3466601,35.14,1488326908.02633,0.682,,,1488326908.117012,446.0,,,,,1488327454.214884,0.1023792834650537,1488327454.214884,0.3039334734455093,1488327454.214884,0.0014783637808087348,1488327454.214884,0.0017260131688430626,1488326908.2355058,37.1314996017262
143,1488326909.7276669,86.0,1488326910.845359,35.17,1488326909.4974,0.6853,,,1488326909.595327,677.0,,,,,1488327460.0972219,0.1024929404554324,1488327460.0972219,0.30417765870826374,1488327460.0972219,0.0015112735047080332,1488327460.0972219,0.0017898891533254435,1488326909.7276669,37.13319622861008
144,1488326911.146966,88.0,1488326912.3152661,35.21,1488326910.9956422,0.6865000000000001,,,1488326911.085611,421.0,,,,,1488327465.6512,0.10295186691427878,1488327465.6512,0.3051537388022314,1488327465.6512,0.0016493426388872598,1488327465.6512,0.002052519301717683,1488326911.146966,37.1370696874564
145,1488326912.6148999,90.0,1488326913.786143,35.21,1488326912.43588,0.6849,,,1488326912.526082,391.0,,,,,1488327471.195242,0.1035473508912414,1488327471.195242,0.3063714790908199,1488327471.195242,0.0019111006971433476,1488327471.195242,0.002359472885760921,1488326912.6148999,37.14300706858406
146,1488326914.085409,90.0,1488326915.255917,35.24,1488326913.9352262,0.6822,,,1488326913.995646,364.0,,,,,1488327476.584964,0.10371670612899758,1488327476.584964,0.3066149391395729,1488327476.584964,0.002033601527077371,1488327476.584964,0.0025015777203424732,1488326914.085409,37.148639035953885
147,1488326915.555752,90.0,1488326916.725776,35.26,1488326915.4052749,0.6777,,,1488326915.46568,350.0,,,,,1488327481.983626,0.1038525621725751,1488327481.983626,0.30710121132072205,1488327481.983626,0.0019850495742488733,1488327481.983626,0.002471425622754374,1488326915.555752,37.1539825373697
148,1488326917.025718,87.0,1488326918.196109,35.27,1488326916.875906,0.669,,,1488326916.964845,357.0,,,,,1488327487.4380019,0.1039210599856185,1488327487.4380019,0.3073443800324603,1488327487.4380019,0.0019523563171549218,1488327487.4380019,0.002466443607240313,1488326917.025718,37.155666247591306
